record_id,aspect,category,global_sentiment_score,global_sentiment_class,theme_latency_sentiment,theme_latency_class,theme_bandwidth_sentiment,theme_cost_sentiment,theme_complexity_sentiment,theme_device_mgmt_sentiment,theme_infrastructure_sentiment,theme_bandwidth_class,theme_device_mgmt_class,theme_infrastructure_class,theme_cost_class,theme_complexity_class
280,Cloud Rendering,Cloud_Rendering,0.2732,Positive,,,0.2732,,,,,Positive,,,,
281,Cloud Rendering,Cloud_Rendering,0.4404,Positive,,,,,,,0.4404,,,Positive,,
282,Cloud Rendering,Cloud_Rendering,0.0,Neutral,0.0,Neutral,,,,,,,,,,
283,Cloud Rendering,Cloud_Rendering,0.34,Positive,,,,,,,,,,,,
284,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,,,,,,
285,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,,,,,,
286,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,0.0,,,,,,,Neutral,
287,Cloud Rendering,Cloud_Rendering,0.0,Neutral,0.0,Neutral,,,,,,,,,,
288,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,,,,,,
289,Cloud Rendering,Cloud_Rendering,0.3612,Positive,0.3612,Positive,,,,,0.3612,,,Positive,,
290,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,0.0,,,Neutral,,
291,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,0.0,,,,,Neutral,,,,
292,Cloud Rendering,Cloud_Rendering,0.2732,Positive,,,0.2732,,,,,Positive,,,,
293,Cloud Rendering,Cloud_Rendering,0.4404,Positive,,,,,,,0.4404,,,Positive,,
294,Cloud Rendering,Cloud_Rendering,0.0,Neutral,0.0,Neutral,,,,,,,,,,
295,Cloud Rendering,Cloud_Rendering,0.34,Positive,,,,,,,,,,,,
296,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,,,,,,
297,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,,,,,,
298,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,0.0,,,,,,,Neutral,
299,Cloud Rendering,Cloud_Rendering,0.0,Neutral,0.0,Neutral,,,,,,,,,,
300,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,,,,,,
301,Cloud Rendering,Cloud_Rendering,0.3612,Positive,0.3612,Positive,,,,,0.3612,,,Positive,,
302,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,0.0,,,Neutral,,
303,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,0.0,,,,,Neutral,,,,
304,Cloud Rendering,Cloud_Rendering,0.2732,Positive,,,0.2732,,,,,Positive,,,,
305,Cloud Rendering,Cloud_Rendering,0.4404,Positive,,,,,,,0.4404,,,Positive,,
306,Cloud Rendering,Cloud_Rendering,0.0,Neutral,0.0,Neutral,,,,,,,,,,
307,Cloud Rendering,Cloud_Rendering,0.34,Positive,,,,,,,,,,,,
308,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,,,,,,
309,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,,,,,,
310,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,0.0,,,,,,,Neutral,
311,Cloud Rendering,Cloud_Rendering,0.0,Neutral,0.0,Neutral,,,,,,,,,,
312,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,,,,,,
313,Cloud Rendering,Cloud_Rendering,0.3612,Positive,0.3612,Positive,,,,,0.3612,,,Positive,,
314,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,0.0,,,Neutral,,
315,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,0.0,,,,,Neutral,,,,
316,Cloud Rendering,Cloud_Rendering,0.2732,Positive,,,0.2732,,,,,Positive,,,,
317,Cloud Rendering,Cloud_Rendering,0.4404,Positive,,,,,,,0.4404,,,Positive,,
318,Cloud Rendering,Cloud_Rendering,0.0,Neutral,0.0,Neutral,,,,,,,,,,
319,Cloud Rendering,Cloud_Rendering,0.34,Positive,,,,,,,,,,,,
320,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,,,,,,
321,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,,,,,,
322,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,0.0,,,,,,,Neutral,
323,Cloud Rendering,Cloud_Rendering,0.0,Neutral,0.0,Neutral,,,,,,,,,,
324,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,,,,,,
325,Cloud Rendering,Cloud_Rendering,0.3612,Positive,0.3612,Positive,,,,,0.3612,,,Positive,,
326,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,0.0,,,Neutral,,
327,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,0.0,,,,,Neutral,,,,
328,Cloud Rendering,Cloud_Rendering,0.2732,Positive,,,0.2732,,,,,Positive,,,,
329,Cloud Rendering,Cloud_Rendering,0.4404,Positive,,,,,,,0.4404,,,Positive,,
330,Cloud Rendering,Cloud_Rendering,0.0,Neutral,0.0,Neutral,,,,,,,,,,
331,Cloud Rendering,Cloud_Rendering,0.34,Positive,,,,,,,,,,,,
332,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,,,,,,
333,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,,,,,,
334,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,0.0,,,,,,,Neutral,
335,Cloud Rendering,Cloud_Rendering,0.0,Neutral,0.0,Neutral,,,,,,,,,,
336,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,,,,,,
337,Cloud Rendering,Cloud_Rendering,0.3612,Positive,0.3612,Positive,,,,,0.3612,,,Positive,,
338,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,0.0,,,Neutral,,
339,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,0.0,,,,,Neutral,,,,
340,Cloud Rendering,Cloud_Rendering,0.2732,Positive,,,0.2732,,,,,Positive,,,,
341,Cloud Rendering,Cloud_Rendering,0.4404,Positive,,,,,,,0.4404,,,Positive,,
342,Cloud Rendering,Cloud_Rendering,0.0,Neutral,0.0,Neutral,,,,,,,,,,
343,Cloud Rendering,Cloud_Rendering,0.34,Positive,,,,,,,,,,,,
344,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,,,,,,
345,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,,,,,,
346,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,0.0,,,,,,,Neutral,
347,Cloud Rendering,Cloud_Rendering,0.0,Neutral,0.0,Neutral,,,,,,,,,,
348,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,,,,,,
349,Cloud Rendering,Cloud_Rendering,0.3612,Positive,0.3612,Positive,,,,,0.3612,,,Positive,,
350,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,0.0,,,Neutral,,
351,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,0.0,,,,,Neutral,,,,
352,Cloud Rendering,Cloud_Rendering,0.2732,Positive,,,0.2732,,,,,Positive,,,,
353,Cloud Rendering,Cloud_Rendering,0.4404,Positive,,,,,,,0.4404,,,Positive,,
354,Cloud Rendering,Cloud_Rendering,0.0,Neutral,0.0,Neutral,,,,,,,,,,
355,Cloud Rendering,Cloud_Rendering,0.34,Positive,,,,,,,,,,,,
356,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,,,,,,
357,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,,,,,,,,,
358,Cloud Rendering,Cloud_Rendering,0.0,Neutral,,,,0.0,,,,,,,Neutral,
359,Cloud Rendering,Cloud_Rendering,0.0,Neutral,0.0,Neutral,,,,,,,,,,
360,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
361,MDM,Mobile_Device_Management,0.34,Positive,,,,,,,,,,,,
362,MDM,Mobile_Device_Management,0.0,Neutral,,,,,0.0,0.0,,,Neutral,,,Neutral
363,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,0.0,,,Neutral,,,
364,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
365,MDM,Mobile_Device_Management,0.5719,Positive,,,,,,0.5719,,,Positive,,,
366,MDM,Mobile_Device_Management,-0.0258,Neutral,,,,,,,,,,,,
367,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,0.0,,,Neutral,,,
368,MDM,Mobile_Device_Management,-0.0516,Neutral,,,,,,,,,,,,
369,MDM,Mobile_Device_Management,-0.4215,Negative,,,,,,-0.4215,,,Negative,,,
370,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
371,MDM,Mobile_Device_Management,0.0772,Neutral,,,,,,,,,,,,
372,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
373,MDM,Mobile_Device_Management,0.34,Positive,,,,,,,,,,,,
374,MDM,Mobile_Device_Management,0.0,Neutral,,,,,0.0,0.0,,,Neutral,,,Neutral
375,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,0.0,,,Neutral,,,
376,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
377,MDM,Mobile_Device_Management,0.5719,Positive,,,,,,0.5719,,,Positive,,,
378,MDM,Mobile_Device_Management,-0.0258,Neutral,,,,,,,,,,,,
379,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,0.0,,,Neutral,,,
380,MDM,Mobile_Device_Management,-0.0516,Neutral,,,,,,,,,,,,
381,MDM,Mobile_Device_Management,-0.4215,Negative,,,,,,-0.4215,,,Negative,,,
382,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
383,MDM,Mobile_Device_Management,0.0772,Neutral,,,,,,,,,,,,
384,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
385,MDM,Mobile_Device_Management,0.34,Positive,,,,,,,,,,,,
386,MDM,Mobile_Device_Management,0.0,Neutral,,,,,0.0,0.0,,,Neutral,,,Neutral
387,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,0.0,,,Neutral,,,
388,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
389,MDM,Mobile_Device_Management,0.5719,Positive,,,,,,0.5719,,,Positive,,,
390,MDM,Mobile_Device_Management,-0.0258,Neutral,,,,,,,,,,,,
391,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,0.0,,,Neutral,,,
392,MDM,Mobile_Device_Management,-0.0516,Neutral,,,,,,,,,,,,
393,MDM,Mobile_Device_Management,-0.4215,Negative,,,,,,-0.4215,,,Negative,,,
394,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
395,MDM,Mobile_Device_Management,0.0772,Neutral,,,,,,,,,,,,
396,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
397,MDM,Mobile_Device_Management,0.34,Positive,,,,,,,,,,,,
398,MDM,Mobile_Device_Management,0.0,Neutral,,,,,0.0,0.0,,,Neutral,,,Neutral
399,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,0.0,,,Neutral,,,
400,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
401,MDM,Mobile_Device_Management,0.5719,Positive,,,,,,0.5719,,,Positive,,,
402,MDM,Mobile_Device_Management,-0.0258,Neutral,,,,,,,,,,,,
403,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,0.0,,,Neutral,,,
404,MDM,Mobile_Device_Management,-0.0516,Neutral,,,,,,,,,,,,
405,MDM,Mobile_Device_Management,-0.4215,Negative,,,,,,-0.4215,,,Negative,,,
406,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
407,MDM,Mobile_Device_Management,0.0772,Neutral,,,,,,,,,,,,
408,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
409,MDM,Mobile_Device_Management,0.34,Positive,,,,,,,,,,,,
410,MDM,Mobile_Device_Management,0.0,Neutral,,,,,0.0,0.0,,,Neutral,,,Neutral
411,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,0.0,,,Neutral,,,
412,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
413,MDM,Mobile_Device_Management,0.5719,Positive,,,,,,0.5719,,,Positive,,,
414,MDM,Mobile_Device_Management,-0.0258,Neutral,,,,,,,,,,,,
415,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,0.0,,,Neutral,,,
416,MDM,Mobile_Device_Management,-0.0516,Neutral,,,,,,,,,,,,
417,MDM,Mobile_Device_Management,-0.4215,Negative,,,,,,-0.4215,,,Negative,,,
418,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
419,MDM,Mobile_Device_Management,0.0772,Neutral,,,,,,,,,,,,
420,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
421,MDM,Mobile_Device_Management,0.34,Positive,,,,,,,,,,,,
422,MDM,Mobile_Device_Management,0.0,Neutral,,,,,0.0,0.0,,,Neutral,,,Neutral
423,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,0.0,,,Neutral,,,
424,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
425,MDM,Mobile_Device_Management,0.5719,Positive,,,,,,0.5719,,,Positive,,,
426,MDM,Mobile_Device_Management,-0.0258,Neutral,,,,,,,,,,,,
427,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,0.0,,,Neutral,,,
428,MDM,Mobile_Device_Management,-0.0516,Neutral,,,,,,,,,,,,
429,MDM,Mobile_Device_Management,-0.4215,Negative,,,,,,-0.4215,,,Negative,,,
430,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
431,MDM,Mobile_Device_Management,0.0772,Neutral,,,,,,,,,,,,
432,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
433,MDM,Mobile_Device_Management,0.34,Positive,,,,,,,,,,,,
434,MDM,Mobile_Device_Management,0.0,Neutral,,,,,0.0,0.0,,,Neutral,,,Neutral
435,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,0.0,,,Neutral,,,
436,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
437,MDM,Mobile_Device_Management,0.5719,Positive,,,,,,0.5719,,,Positive,,,
438,MDM,Mobile_Device_Management,-0.0258,Neutral,,,,,,,,,,,,
439,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,0.0,,,Neutral,,,
440,MDM,Mobile_Device_Management,-0.0516,Neutral,,,,,,,,,,,,
441,MDM,Mobile_Device_Management,-0.4215,Negative,,,,,,-0.4215,,,Negative,,,
442,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
443,MDM,Mobile_Device_Management,0.0772,Neutral,,,,,,,,,,,,
444,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
445,MDM,Mobile_Device_Management,0.34,Positive,,,,,,,,,,,,
446,MDM,Mobile_Device_Management,0.0,Neutral,,,,,0.0,0.0,,,Neutral,,,Neutral
447,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,0.0,,,Neutral,,,
448,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
449,MDM,Mobile_Device_Management,0.5719,Positive,,,,,,0.5719,,,Positive,,,
450,MDM,Mobile_Device_Management,-0.0258,Neutral,,,,,,,,,,,,
451,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,0.0,,,Neutral,,,
452,MDM,Mobile_Device_Management,-0.0516,Neutral,,,,,,,,,,,,
453,MDM,Mobile_Device_Management,-0.4215,Negative,,,,,,-0.4215,,,Negative,,,
454,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
455,MDM,Mobile_Device_Management,0.0772,Neutral,,,,,,,,,,,,
456,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
457,MDM,Mobile_Device_Management,0.34,Positive,,,,,,,,,,,,
458,MDM,Mobile_Device_Management,0.0,Neutral,,,,,0.0,0.0,,,Neutral,,,Neutral
459,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,0.0,,,Neutral,,,
460,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
461,MDM,Mobile_Device_Management,0.5719,Positive,,,,,,0.5719,,,Positive,,,
462,MDM,Mobile_Device_Management,-0.0258,Neutral,,,,,,,,,,,,
463,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,0.0,,,Neutral,,,
464,MDM,Mobile_Device_Management,-0.0516,Neutral,,,,,,,,,,,,
465,MDM,Mobile_Device_Management,-0.4215,Negative,,,,,,-0.4215,,,Negative,,,
466,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
467,MDM,Mobile_Device_Management,0.0772,Neutral,,,,,,,,,,,,
468,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
469,MDM,Mobile_Device_Management,0.34,Positive,,,,,,,,,,,,
470,MDM,Mobile_Device_Management,0.0,Neutral,,,,,0.0,0.0,,,Neutral,,,Neutral
471,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,0.0,,,Neutral,,,
472,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
473,MDM,Mobile_Device_Management,0.5719,Positive,,,,,,0.5719,,,Positive,,,
474,MDM,Mobile_Device_Management,-0.0258,Neutral,,,,,,,,,,,,
475,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,0.0,,,Neutral,,,
476,MDM,Mobile_Device_Management,-0.0516,Neutral,,,,,,,,,,,,
477,MDM,Mobile_Device_Management,-0.4215,Negative,,,,,,-0.4215,,,Negative,,,
478,MDM,Mobile_Device_Management,0.0,Neutral,,,,,,,,,,,,
479,MDM,Mobile_Device_Management,0.0772,Neutral,,,,,,,,,,,,
480,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,0.0,,,Neutral,,
481,Infrastructure Scaling,Infrastructure_Scaling,-0.128,Negative,,,,,,,,,,,,
482,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,,,,,,
483,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,,,,,,
484,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,,0.0,,,Neutral,,
485,Infrastructure Scaling,Infrastructure_Scaling,0.3612,Positive,,,0.3612,,,,0.3612,Positive,,Positive,,
486,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,0.0,,,Neutral,,,
487,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,0.0,,,Neutral,,
488,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,,,,,,,
489,Infrastructure Scaling,Infrastructure_Scaling,0.6808,Positive,,,0.6808,,,,0.6808,Positive,,Positive,,
490,Infrastructure Scaling,Infrastructure_Scaling,-0.4939,Negative,,,,,,,-0.4939,,,Negative,,
491,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,0.0,,,Neutral,,,
492,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,0.0,,,Neutral,,
493,Infrastructure Scaling,Infrastructure_Scaling,-0.128,Negative,,,,,,,,,,,,
494,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,,,,,,
495,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,,,,,,
496,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,,0.0,,,Neutral,,
497,Infrastructure Scaling,Infrastructure_Scaling,0.3612,Positive,,,0.3612,,,,0.3612,Positive,,Positive,,
498,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,0.0,,,Neutral,,,
499,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,0.0,,,Neutral,,
500,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,,,,,,,
501,Infrastructure Scaling,Infrastructure_Scaling,0.6808,Positive,,,0.6808,,,,0.6808,Positive,,Positive,,
502,Infrastructure Scaling,Infrastructure_Scaling,-0.4939,Negative,,,,,,,-0.4939,,,Negative,,
503,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,0.0,,,Neutral,,,
504,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,0.0,,,Neutral,,
505,Infrastructure Scaling,Infrastructure_Scaling,-0.128,Negative,,,,,,,,,,,,
506,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,,,,,,
507,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,,,,,,
508,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,,0.0,,,Neutral,,
509,Infrastructure Scaling,Infrastructure_Scaling,0.3612,Positive,,,0.3612,,,,0.3612,Positive,,Positive,,
510,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,0.0,,,Neutral,,,
511,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,0.0,,,Neutral,,
512,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,,,,,,,
513,Infrastructure Scaling,Infrastructure_Scaling,0.6808,Positive,,,0.6808,,,,0.6808,Positive,,Positive,,
514,Infrastructure Scaling,Infrastructure_Scaling,-0.4939,Negative,,,,,,,-0.4939,,,Negative,,
515,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,0.0,,,Neutral,,,
516,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,0.0,,,Neutral,,
517,Infrastructure Scaling,Infrastructure_Scaling,-0.128,Negative,,,,,,,,,,,,
518,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,,,,,,
519,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,,,,,,
520,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,,0.0,,,Neutral,,
521,Infrastructure Scaling,Infrastructure_Scaling,0.3612,Positive,,,0.3612,,,,0.3612,Positive,,Positive,,
522,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,0.0,,,Neutral,,,
523,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,0.0,,,Neutral,,
524,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,,,,,,,
525,Infrastructure Scaling,Infrastructure_Scaling,0.6808,Positive,,,0.6808,,,,0.6808,Positive,,Positive,,
526,Infrastructure Scaling,Infrastructure_Scaling,-0.4939,Negative,,,,,,,-0.4939,,,Negative,,
527,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,0.0,,,Neutral,,,
528,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,0.0,,,Neutral,,
529,Infrastructure Scaling,Infrastructure_Scaling,-0.128,Negative,,,,,,,,,,,,
530,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,,,,,,
531,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,,,,,,
532,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,,0.0,,,Neutral,,
533,Infrastructure Scaling,Infrastructure_Scaling,0.3612,Positive,,,0.3612,,,,0.3612,Positive,,Positive,,
534,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,0.0,,,Neutral,,,
535,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,0.0,,,Neutral,,
536,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,,,,,,,
537,Infrastructure Scaling,Infrastructure_Scaling,0.6808,Positive,,,0.6808,,,,0.6808,Positive,,Positive,,
538,Infrastructure Scaling,Infrastructure_Scaling,-0.4939,Negative,,,,,,,-0.4939,,,Negative,,
539,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,0.0,,,Neutral,,,
540,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,0.0,,,Neutral,,
541,Infrastructure Scaling,Infrastructure_Scaling,-0.128,Negative,,,,,,,,,,,,
542,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,,,,,,
543,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,,,,,,
544,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,,0.0,,,Neutral,,
545,Infrastructure Scaling,Infrastructure_Scaling,0.3612,Positive,,,0.3612,,,,0.3612,Positive,,Positive,,
546,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,0.0,,,Neutral,,,
547,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,0.0,,,Neutral,,
548,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,,,,,,,
549,Infrastructure Scaling,Infrastructure_Scaling,0.6808,Positive,,,0.6808,,,,0.6808,Positive,,Positive,,
550,Infrastructure Scaling,Infrastructure_Scaling,-0.4939,Negative,,,,,,,-0.4939,,,Negative,,
551,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,0.0,,,Neutral,,,
552,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,0.0,,,Neutral,,
553,Infrastructure Scaling,Infrastructure_Scaling,-0.128,Negative,,,,,,,,,,,,
554,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,,,,,,
555,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,,,,,,
556,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,,0.0,,,Neutral,,
557,Infrastructure Scaling,Infrastructure_Scaling,0.3612,Positive,,,0.3612,,,,0.3612,Positive,,Positive,,
558,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,0.0,,,Neutral,,,
559,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,0.0,,,Neutral,,
560,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,,,,,,,
561,Infrastructure Scaling,Infrastructure_Scaling,0.6808,Positive,,,0.6808,,,,0.6808,Positive,,Positive,,
562,Infrastructure Scaling,Infrastructure_Scaling,-0.4939,Negative,,,,,,,-0.4939,,,Negative,,
563,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,0.0,,,Neutral,,,
564,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,0.0,,,Neutral,,
565,Infrastructure Scaling,Infrastructure_Scaling,-0.128,Negative,,,,,,,,,,,,
566,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,,,,,,
567,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,,,,,,
568,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,,0.0,,,Neutral,,
569,Infrastructure Scaling,Infrastructure_Scaling,0.3612,Positive,,,0.3612,,,,0.3612,Positive,,Positive,,
570,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,0.0,,,Neutral,,,
571,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,,,,,,,0.0,,,Neutral,,
572,Infrastructure Scaling,Infrastructure_Scaling,0.0,Neutral,0.0,Neutral,,,,,,,,,,
